Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
SPG/SPB,PT Dana Purna Investama,Samarinda Kota,Rp 2.700.000 – Rp 4.000.000 per month,Full time,17 hari yang lalu,https://id.jobstreet.com/id/job/84293344?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d812ade1-ab08-419f-a0db-433fe13be602.1/serpLogo,"Kesempatan Menggembirakan Bagi AndaKami dari PT Dana Purna Investama,  sedang mencari Tenaga Penjual Lapangan (SPG/SPB) berpengalaman untuk bergabung dengan tim kami. Dalam peran ini, Anda akan menjadi representasi visual dan lisan perusahaan kami, berinteraksi langsung dengan pelanggan potensial dan memastikan pengalaman berbelanja yang luar biasa.Tanggung Jawab UtamaMempromosikan dan menjual produk atau layanan kami secara langsung kepada pelanggan di lokasi-lokasi ritel strategis.Memberikan informasi yang komprehensif dan membantu pelanggan dalam memilih produk yang sesuai dengan kebutuhan mereka.Memastikan penampilan yang profesional dan menarik, serta sikap ramah dan antusias untuk menarik minat pelanggan.Mencatat dan melaporkan data penjualan, umpan balik pelanggan, dan informasi pasar lainnya untuk membantu tim kami dalam pengambilan keputusan strategis.Berpartisipasi dalam kegiatan pemasaran dan promosi untuk meningkatkan kesadaran merek dan volume penjualan.Keterampilan dan Kualifikasi yang DibutuhkanMinimum lulusan SMA/sederajat dengan pengalaman kerja di bidang ritel atau penjualan.Memiliki keterampilan komunikasi yang baik, kemampuan beradaptasi, dan orientasi pelayanan pelanggan yang kuat.Memiliki penampilan yang menarik, rapi, dan profesional.Memahami tren dan perkembangan terbaru di industri ritel.Mahir dalam menggunakan teknologi dan perangkat digital untuk mendukung proses penjualanJika Anda tertarik untuk bergabung dengan kami, segera kirimkan lamaran Anda sekarang."
Pekerja Gudang DC SEMARANG,PT Finfleet Teknologi Indonesia,Semarang,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84355730?type=standard&ref=search-standalone,Logo not available,"1. Menerima & Memeriksa Barang – Mengecek jumlah dan kondisi paket.2. Menyortir Barang – Memilah berdasarkan tujuan pengiriman.3. Menyimpan Barang – Menata paket di gudang dengan rapi.4. Mengemas & Menyiapkan Pengiriman – Membungkus dan memberi label paket.5. Memuat & Membongkar Barang – Mengangkut barang ke/dari kendaraan ekspedisi.6. Mencatat & Melaporkan – Mendata barang masuk, keluar, rusak, atau hilang.7. Menjaga Kebersihan & Keamanan – Memastikan gudang tetap rapi dan aman.
- Usia: 18-35 tahun- Minimal pendidikan: Tidak ada minimal pendidikan- Jenis kelamin: Pria/Wanita- Lokasi: Seluruh Indonesia- Pengalaman: Tidak harus memiliki pengalaman bekerja"
Technical Consultant Assc.,"PT. Metrodata Electronics, Tbk",Jakarta Raya,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/79712819?type=standard&ref=search-standalone,Logo not available,"Sarjana S-1, jurusan terkait Teknologi InformasiMinimal 2 th pengalaman di bidang solusi sejenisMemiliki pengetahuan pada area solusi dan konsultasi ITMemiliki pengetahuan kebutuhan pelanggan berdasarkan trend pasar / industri."
BARISTA KELILING SEJUTA JIWA MEDAN SATRIA BEKASI,PT Finfleet Teknologi Indonesia,Bekasi,Not specified,Full time,26 hari yang lalu,https://id.jobstreet.com/id/job/84130961?type=standard&ref=search-standalone,Logo not available,Menjual kopi janji jiwaBerjualan kopi dengan motor listrik yang telah disediakanMelayani customer dengan ramah - Pria/Wanita- Tanpa Pengalaman Bekerja- Tidak ada minimal pendidikan- 25 - 50 Tahun - Terima kandidat tanpa foto diri- Kota sesuai penempatan kerja (Kota Bekasi)
Medical Nurse,La Lumiere Aesthetic,Jakarta Raya,Rp 5.400.000 – Rp 6.000.000 per month,Full time,21 hari yang lalu,https://id.jobstreet.com/id/job/84241064?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/b27a2960-5c81-4a59-862a-6c2368960cde.1/serpLogo,"KesempatanKami mencari Medical Nurse yang berpengalaman dan profesional untuk bergabung dengan tim kami di La Lumiere Aesthetic' di Jakarta. Sebagai Medical Nurse, Anda akan memainkan peran penting dalam memberikan perawatan kesehatan yang komprehensif dan terpusat pada pasien. Kandidat yang ideal memiliki keterampilan klinis yang hebat, fokus pada kualitas layanan, dan komitmen untuk memaksimalkan hasil kesehatan pasien.Tanggung Jawab UtamaMemberikan perawatan keperawatan yang komprehensif dan terampil kepada pasien, termasuk pemantauan tanda-tanda vital, pemberian obat, dan prosedur keperawatan lainnya.Membantu dokter dalam pemeriksaan, diagnosis, dan perawatan pasien.Memantau kondisi kesehatan pasien secara teratur dan melaporkan perubahan atau masalah yang muncul.Mendokumentasikan semua catatan perawatan pasien secara akurat dan tepat waktu.Berkolaborasi dengan tim kesehatan lainnya untuk memastikan koordinasi perawatan yang optimal.Mematuhi semua prosedur dan protokol keselamatan rumah sakit.Persyaratan dan KualifikasiMemiliki gelar Diploma atau Sarjana Keperawatan yang diakui.Memiliki izin praktik keperawatan yang valid di Indonesia.Memiliki SKP yang lengkapMinimal 3 tahun pengalaman kerja sebagai Medical Nurse di lingkungan klinis atau rumah sakit.Memiliki kemampuan komunikasi yang kuat, baik lisan maupun tertulis, dalam Bahasa Indonesia dan Bahasa Inggris.Berdedikasi, tekun, dan memiliki keterampilan pemecahan masalah yang baik.Menunjukkan empati dan perhatian terhadap kesejahteraan pasien.Memahami prosedur dan protokol kesehatan dan keselamatan yang berlaku.Manfaat UtamaGaji kompetitifPeluang pengembangan karier yang jelas dan dukungan pelatihan profesional.Lingkungan kerja yang mendukung dan kolaboratif.Jadwal kerja yang fleksibel dan mempertimbangkan keseimbangan kehidupan-kerja.Akses ke fasilitas kesehatan dan kesejahteraan karyawan yang modern.Tentang La Lumiere Aesthetic'La Lumiere Aesthetic' adalah klinik kecantikan terkemuka di Indonesia yang berkomitmen untuk menyediakan layanan perawatan kulit dan estetika berkualitas tinggi. Kami dipimpin oleh tim profesional medis yang berpengalaman dan didukung oleh teknologi mutakhir. Kami memprioritaskan kepuasan pasien dan memastikan hasil yang memuaskan melalui pendekatan holistik dan berpusat pada pasien. Sebagai bagian dari tim kami, Anda akan memiliki kesempatan untuk berkembang dalam lingkungan yang mendukung, kolaboratif, dan berkomitmen pada keunggulan.Tertarik untuk bergabung dengan tim kami? Lamar sekarang!"
BRISTA KELILING SEJUTA JIWA AREA PONDOK RANJI,PT Finfleet Teknologi Indonesia,Kecamatan Tangerang,Not specified,Full time,26 hari yang lalu,https://id.jobstreet.com/id/job/84130758?type=standard&ref=search-standalone,Logo not available,"MENJUAL DAN MENYAJIKAN KOPI KELILING DI AREA PONDOK KERANJI DAN SEKITARNYA
- Pria/Wanita- Tanpa Pengalaman Bekerja- SD- 18 - 40 Tahun- Terima kandidat tanpa foto diri - Radius 20 km dari penempatan kerja"
ACCOUNTING FINANCE ASSISTANT MANAGER,PT. ESCO Teknologi Integrasi,Jakarta Selatan,Not specified,Full time,28 hari yang lalu,https://id.jobstreet.com/id/job/84059686?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/6b2e1f23-a37e-406c-abbf-c8fdb3731d70.1/serpLogo,"RESPONSIBILITIES :Petty cash and expensesPrepare monthly and annual financial reportReconciliationPrepare monthly cash flow forecastAccount payableRelated accounting and finance worksCOMPULSORY QUALIFICATION :Minimum 3 years experience using accounting software in project industryMinimum S1 degree in accountingPreferably possess certificate ABDomicile in JakartaProficient in Ms. Excel, Word and OutlookTeam workProactiveGood communication and interpersonal skillBenefit :Workdays: Monday – FridayAnnual compensation (3 years contract)Medical claimTHRBPJS Kesehatan dan Tenaga KerjaPPh 21 income tax"
MANAGEMENT TRAINEE,Pengiklan Anonim,Jakarta Raya,Rp 3.000.000 – Rp 4.500.000 per month,Full time,29 hari yang lalu,https://id.jobstreet.com/id/job/84027679?type=standard&ref=search-standalone,Logo not available,"Dibuka Program MANAGEMENT TRAINEE (MT) di berbagai bidang kerja berikut ini:MT Sales Engineer (Projects)MT Marketing / Telemarketing / Digital MarketingMT Engineering atau MT Production/Maintenance/PPICMT Finance & AccountingMT HRDMT Sales Engineer (Projects)Syarat: Lulusan (S2/S1/Diploma) dalam bidang Teknik Mesin / Mekatronik / Otomotif / Sipil / Elektrik / Industri / Project Management atau lulusan lainnya yang setara.Minimum GPA: 3.00Memiliki keterampilan dalam Negosiasi, Komunikasi, Pemasaran, Penjualan, Lebih disukai memiliki keterampilan Microsoft Excel untuk memelihara database.Mempunyai kepribadian: Menyenangkan (Engaging), Meyakinkan (Assuring), Berwibawa (Compelling), Dinamis (Dynamic), Ingin Tahu (Inquisitive)Mampu berkomunikasi dengan lancar dalam bahasa Mandarin.Akan ditempatkan di salah satu cabang kami yang berlokasi di Jakarta / Semarang / Surabaya / Kota atau Negara Lain sesuai kebutuhan.Lebih disukai yang mempunyai pengalaman di bidang Pemasaran (Lulusan Pertama juga dipersilakan melamar).Siap ditempatkan dimanapun sesuai kebutuhan perusahaan.MT Marketing / Telemarketing / Digital MarketingSyarat: Lulusan (S2/S1/Diploma) Marketing / Pemasaran, Digital Marketing / Pemasaran Digital, Public Relations & Branding / Hubungan Publik & Pengelolaan Merk Perusahaan, Design Communication Visual, Communications / Ilmu Komunikasi, atau Pengalaman dalam menangani E-Commerce (Tokopedia / Shopee / TikTok Shop) - sebagai Penjual.Ketertarikan pada produk berikut ini:Teknologi IndustriPertanianKecantikanLain-lainTerampil dan kuat dalam menulis dan berbicara dalam bahasa Inggris (kemahiran bahasa Mandarin menjadi poin plus)Jujur, pekerja keras, inisiatif, disiplin, sikap positif, cepat belajar, mudah beradaptasi.Mampu bekerja di bawah tekanan dan bersedia lembur jika diperlukan.Pemikiran analitis yang kuat dan keterampilan pemecahan masalah.Keterampilan komunikasi yang kuat (baik tertulis maupun lisan) dan interpersonal untuk mendorong kolaborasi yang efektif dan hubungan yang sehat dengan berbagai pemangku kepentingan.Perhatian yang tajam terhadap detail untuk meningkatkan produktivitas dan mengurangi kemungkinan kesalahan.Perencanaan dan kemampuan organisasi yang sangat baik untuk memastikan perusahaan berada pada jalur yang tepat untuk mencapai tujuannya.Siap ditempatkan dimanapun sesuai kebutuhan perusahaan.Kesempatan Bekerja Remote / Work From Home (WFH) tersedia untuk kandidate yang memenuhi syarat & kriteria.MT Engineering atau MT Production/Maintenance/PPICSyarat: Lulusan (S1/Diploma) dalam bidang Teknik Mesin / Mekatronik / Otomotif / Sipil / Elektrik / Industri / Project Management atau lulusan lainnya yang setara.Minimum GPA: 3.25Memiliki kemampuan bahasa (Inggris, Indonesia) pada tingkat (dasar/fasih)Memiliki ketrampilan dalam menggunakan software seperti (Microsoft Office, AutoCAD/SolidWorks/program CAD relevan lainnya, project management software, dsb)Bermotivasi dan fokus demi kesuksesan project/pekerjaanBelajar untuk meng-aplikasikan metodologi manajemen project, di lapangan maupun administrasi.Kemampuan mengatur dan membagi waktu serta komunikasi yang baikSehat jasmani dan rohani, teliti, jujur, dan disiplin.Belajar untuk membangun hubungan kerja dan adaptasi yang baikSiap diposisikan di kota/negara mana saja dimana project/pekerjaan berlangsungMT Finance & AccountingSyarat: Lulusan (S1/Diploma) dalam bidang Finance / Akunting / Akunting PerpajakanPekerjaan multi tasking dalam fungsi seperti akuntansi / keuangan / perpajakanPelajari penguasaan dan pahami semua proses perusahaan. Mengembangkan kompetensi manajerial dan teknis.Mendukung atasan dalam berbagai tugas seperti menyiapkan laporan, presentasi, analisis data, administrasi, survei yang dibutuhkan perusahaan.Berpartisipasi dalam brainstorming untuk perencanaan strategis perusahaan.Siap ditempatkan dimanapun sesuai kebutuhan perusahaan.MT HRDSyarat: Lulusan (S1) dalam bidang HR / Business / Commerce / Marketing / Pendidikan / Jurnalistik / Administrasi / Psikologi / Manajemen / Hukum / Lulusan bidang IPS lainnya.Memiliki ketrampilan dalam menggunakan software dasar seperti Microsoft Office & Google Workspace/EquivalentBelajar & berpartisipasi aktif dalam siklus perekrutan, yang mencakup pencarian sumber, penyaringan, pemeriksaan latar belakang, dan melibatkan talenta terbaik.Belajar & Mendukung segala urusan administratif dalam Proses Rekrutmen.Belajar & Mendukung rekrutmen berbasis data & keperluan perusahaan.Mengembangkan hubungan dengan Universitas/SMK/SMA dan perguruan tinggi lainnya yang memiliki program magang.Siap ditempatkan dimanapun sesuai kebutuhan perusahaan."
SAP (PP) Solution Analyst,Kawan Lama Group,Kalideres,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84141028?type=standard&ref=search-standalone,Logo not available,"DescriptionAnda bertugas untuk mengintegrasi, mengevaluasi, merancang design dan prototype, dan membantu data modeling dalam modul SAP PP.Job Requirement• Minimal S1 jurusan Teknologi Informatika atau Sistem Informatika.Skill yang Dibutuhkan• SAP PP""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Data Analytics Operation,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/83021060?type=standard&ref=search-standalone,Logo not available,"Job DescriptionSupport kebutuhan user pada area Production Big DataTroubleshoot Issue and Fix EOD and EOM area Production Big DataMemberikan support & manage area production big dataMelakukan trouble shoot issue atau fixing pada environment Production Big DataMengatur & melakukan improvement pada production process dan SLA data pipelineBekerja sama dengan team data scientiest untuk memonitoring model yang sudah di-deploy ke productionMinimum QualificationsS1 jurusan Teknik Informatika / Ilmu Komputer atau jurusan lain terkaitBerpengalaman sebagai Data Analyst / MIS Programmer/ MIS Production Support / ETL Developer,Berpengelaman dalam data management maintenanceMenguasai Bahasa Pemrograman SQL dengan tingkat kompleksitas yang tinggi dan Python/Java/ScalaBerpengalaman dan memiliki pengetahuan yang baik dalam penggunaan ETL Tools (MS SSIS, Talend, datastage dll),Berpengalaman dalam teknologi big data (Hadoop, Spark, Hive, Impala, dll)Berpengalaman dan memiliki pengetahuan yang baik dalam penggunaan BI Solution Tools (MS SSRS / MS Power BI, Qlick View & Tableau),Memiliki pengetahuan yang baik dalam proses bisnis multifinance (atau perbankan) lebih disukai,Memiliki pengalaman di bidang Cloud Platform seperti Alibaba Cloud/AWS/GCPMemiliki pengetahuan dalam membangun data pipeline, aggregation, cleansing data dan modelling data berdasarkan business process yang ada dalam big data analytics platformMemiliki kemampuan komunikasi dalam bahasa inggris baik lisan maupun tulisan."
Asst Online Sales Manager,Kawan Lama Group,Kalideres,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84144195?type=standard&ref=search-standalone,Logo not available,"Description• Memiliki pengetahuan yang kuat tentang produk dan layanan yang disediakan oleh HCI(R) & GSP Group (Informa, Selma, Informa Elektronik, Rolka, Kerajaan Hewan Peliharaan, THYS, Eyesoul, Galeri Rumah).• Mengatur dan memantau proses belanja LIVE Streaming secara end-to-end dari platform yang tersedia dengan Sales Online Lead Tim.• Memantau pemenuhan pesanan untuk semua pasar online (metrik yang akan dipantau: pesanan SLA, layanan pelanggan SLA, pemenuhan tarif, peringkat ulasan pelanggan, NPS).• Terhubung dengan pihak internal yang terkait dengan operasional untuk memastikan terlaksananya perjalanan belanja secara online dengan sempurna platform pasar (misalnya: operasional, teknologi, keuangan, hukum, dll).• Membuat, meninjau, dan menerapkan prosedur dan/atau kebijakan untuk mendukung keseluruhan aktivitas bisnis online berdasarkan umpan balik dan observasi dari kunjungan lapangan (toko dan atau gudang).Job Requirement• S1, All Major• Pengalaman minimal 3 tahun di bidang yang samaSkill yang Dibutuhkan• Business Trend & Business Acumen• Product Distribution• Sales Achievement• People Management""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
KURIR SF EXPRESS DC CENGKARENG,PT Finfleet Teknologi Indonesia,Kalideres,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84518425?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab dan Tugas Kurir- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: SMP- Jenis kelamin: Pria/Wanita- Lokasi: Berada pada Kota Adm. Jakarta Barat - Pengalaman: Tidak harus memiliki pengalaman bekerja"
BARISTA KELILING SEJUTA JIWA AREA MEDAN SATRIA,PT Finfleet Teknologi Indonesia,Bekasi,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84243347?type=standard&ref=search-standalone,Logo not available,"BARISTA KELILING SEJUTA JIWAJOBDESK:- Menyajikan kopi berkualitas tinggi kepada pelanggan di berbagai lokasi. - Menerima pesanan, memberikan rekomendasi minuman, dan melayani pelanggan dengan ramah. - Memastikan kualitas kopi yang disajikan sesuai standar. - Memastikan kebersihan dan perawatan motor/armada dan peralatan kerja. - Mengelola stok bahan baku dan perlengkapan minuman. - Menyusun laporan harian tentang penjualan dan stok.Kulaifikasi Rider :- Perempuan / Laki-Laki- Wajib memiliki HP Android Minimal Versi 7.0 untuk Install Aplikasi Iseller- Usia 18 - 55 Tahun- Pendidikan Bebas (SD SMP SMA)- Sehat Secara Fisik.Benefit :- Pendapatan Pokok = Rp. 50.000/Day (Mingguan Setiap Hari Selasa)- Target = 100 Cup/Hari- Incentive Penjualan = Rp.1000/Cup Dan Rp. 500/Food (Bulanan, Tanggal Pembayaran menunggu info)- Incentive Kehadiran = Rp.60.000/Minggu (Mingguan)- Asuransi Perlindungan Sosial JKK/JKM (Sebulan Sekali Awal Periode)Skema Bonus :Penjualan > Rp 20 juta Rp200.000Penjualan > Rp 22,5 juta Rp300.000Penjualan > 25 juta Rp400.000Penjualan > 27,5 juta Rp500.000Dan seterusnya > UNLIMITED
- Usia: 18-55 tahun- Minimal pendidikan: Tidak ada minimal pendidikan - Jenis kelamin: Pria/Wanita- Lokasi: Berada pada Kota Bekasi- Pengalaman: Tidak harus memiliki pengalaman bekerja"
Operational Auditor,Kawan Lama Group,Kalideres,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84140714?type=standard&ref=search-standalone,Logo not available,"DescriptionSebagai Operational Auditor, Anda bertanggung jawab untuk mengevaluasi dan meningkatkan efektivitas proses operasional, pengendalian internal, dan praktik manajemen risiko di berbagai departemen. Peran ini melibatkan pelaksanaan audit, mengidentifikasi ketidakefisienan, merekomendasikan tindakan perbaikan, dan memastikan kepatuhan terhadap kebijakan perusahaan serta peraturan industri.Job Requirement• Gelar sarjana di bidang Teknologi Pangan, Teknik Industri, atau bidang terkait.• Sertifikasi profesional ISO 9001:2015 adalah suatu keharusan.• Pengalaman minimal 2-5 tahun dalam audit operasional, audit internal, atau bidang terkait, lebih disukai dalam industri ritel.Skill yang Dibutuhkan• Familiar dengan operasional ritel, manajemen rantai pasokan, dan proses inventaris.• Kemampuan analitis dan pemecahan masalah yang kuat dengan perhatian terhadap detail.• Keterampilan komunikasi tertulis dan lisan yang sangat baik, dengan kemampuan untuk menyajikan temuan yang kompleks secara jelas.• Kesediaan untuk melakukan perjalanan ke berbagai lokasi ritel sesuai kebutuhan.""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
KURIR (SPRINTER) JNT EXPRESS JAKARTA UTARA,PT Finfleet Teknologi Indonesia,Jakarta Utara,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84294660?type=standard&ref=search-standalone,Logo not available,"JOB DESK- Mematuhi Dan Menjalankan Aturan Keselamatan Berkendara- Melakukan Pengantaran Paket/Parcel Sampai Ke Customer Tepat Waktu- Bertanggung Jawab Atas Keamanan Paket Yang Dibawa- Melakukan Penyelesaian Pengantaran Melalui Aplikasi Sesuai Prosedur- Mampu Mengikuti Semua Aturan Yang Berlaku Termasuk Pencapaian Target, Pengembalian Barang, Jadwal Kerja, DLL- Berkomitmen, Jujur, Dan AmanahBENEFIT:- Insentif Perpaket- JKK & JKM- JENJANG KARIRKUALIFIKASI :- Usia Min. 18 Tahun Max 45 Tahun- Memiliki HP Android (Min RAM 3GB)- Memiliki Rekening Bank Pribadi a/n Pribadi
- Usia: 18-45 tahun- Minimal pendidikan: Tidak ada minimal pendidikan- Jenis kelamin: Pria/Wanita - Lokasi: Berada pada Kota Adm. Jakarta Utara- Pengalaman: Tidak harus memiliki pengalaman bekerja"
KURIR JNT EXPRESS KALIABANG BEKASI,PT Finfleet Teknologi Indonesia,Bekasi,Not specified,Tipe pekerjaan tidak tersedia,30+ hari yang lalu,https://id.jobstreet.com/id/job/84554251?type=standard&ref=search-standalone,Logo not available,Deskripsi tidak tersedia
KURIR SF EXPRESS JAKARTA,PT Finfleet Teknologi Indonesia,Kebayoran Lama,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84455750?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab dan Tugas Kurir- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: SMP- Jenis kelamin: Pria/Wanita- Lokasi: Seluruh Indonesia- Pengalaman: Tidak harus memiliki pengalaman bekerja"
KURIR NINJA EXPRESS AREA JAGAKARSA,PT Finfleet Teknologi Indonesia,Kebayoran Lama,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84576549?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab dan Tugas Kurir- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: Tidak ada minimal pendidikan- Jenis kelamin: Pria/Wanita- Lokasi: Berada pada Kota Adm. Jakarta Selatan- Pengalaman: Tidak harus memiliki pengalaman bekerja"
KURIR SF EXPRESS BEKASI,PT Finfleet Teknologi Indonesia,Bekasi,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84455826?type=standard&ref=search-standalone,Logo not available,"- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: SMP- Jenis kelamin: Pria/Wanita- Lokasi: Seluruh Indonesia- Pengalaman: Tidak harus memiliki pengalaman bekerja"
Management Trainee Quality Control (Bogor),PT. Indowijaya Sakti Teguh (PUFFIN PAINT),Sawah Besar,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/76535839?type=standard&ref=search-standalone,Logo not available,"Kualifikasi- Memiliki gelar dalam bidang Kimia, Teknik Kimia, Teknik Industri, atau disiplin terkait lainnya.
- Memiliki pemahaman yang kuat tentang prinsip-prinsip pengendalian kualitas dan metode pengujian.
- Kemampuan analisis yang baik dan keahlian dalam menginterpretasikan data kualitas.
- Kemampuan komunikasi yang baik untuk berinteraksi dengan tim produksi dan manajemen dengan efektif.
- Kemampuan untuk mengidentifikasi masalah kualitas dan mengembangkan solusi yang efektif.
- Keinginan untuk terlibat dalam pembelajaran berkelanjutan tentang teknologi baru dan metode pengendalian kualitas.
- Kemampuan untuk bekerja dengan baik dalam tim dan berkolaborasi dengan berbagai fungsi departemen.
- Kemampuan untuk mengelola waktu dan tugas dengan efisien dalam lingkungan yang sibuk.
- Kesiapan untuk bekerja di lokasi pabrik yang ditentukan oleh perusahaan.Deskripsi Pekerjaan- Memantau dan mengevaluasi proses produksi secara berkala untuk memastikan kepatuhan terhadap spesifikasi kualitas.
- Melakukan pengujian dan evaluasi terhadap bahan baku yang digunakan dalam produksi cat untuk memastikan kualitas dan kecocokan.
- Melakukan pengujian fisik dan kimia terhadap produk cat jadi untuk memverifikasi kualitas, ketahanan, dan keamanan.
- Menganalisis data hasil pengujian untuk mengidentifikasi tren kualitas, potensi masalah, dan peluang perbaikan.
- Menyusun laporan berkala tentang hasil pengujian kualitas dan rekomendasi perbaikan kepada manajemen pabrik.
- Bekerja sama dengan tim produksi untuk mengidentifikasi dan memecahkan masalah yang terkait dengan kualitas produk.Persyaratan minimum:Mencari kandidat untuk bekerja pada:Senin: PagiSelasa: PagiRabu: PagiKamis: PagiJum'at: PagiSabtu: PagiDiperlukan 1 tahun pengalaman kerja yang relevan untuk posisi iniPelamar harus memiliki KTP"
KURIR SF EXPRESS DC BANYUWANGI,PT Finfleet Teknologi Indonesia,Banyuwangi,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84213815?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab dan Tugas Kurir- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: Tidak ada minimal pendidikan- Jenis kelamin: Pria/Wanita- Lokasi: Berada pada Kab. Banyuwangi- Pengalaman: Tidak harus memiliki pengalaman bekerja"
Presales Support Assc.,"PT. Metrodata Electronics, Tbk",Jakarta Raya,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/79521355?type=standard&ref=search-standalone,Logo not available,"Bekerja sama dengan Technical/Application Consultant & System Consultant dalam melaksanakan kegiatan operasional terkait dengan proses tender, berupa proposal solusi, dokumen BOM (Built of Material), dokumen tenaga ahli, dan pengalaman kerja, serta melahirkan solusi terpadu pada area solusi yang merupakan tanggung jawabnya terhadap kebutuhan sistem informasi pelanggan, presentasi dan berdiskusi dengan pelanggan serta berinisiatif mencarikan / menerjemahkan solusi yang tepat dan menuliskannya ke dalam proposal.Dengan bantuan minimal bertanggung jawab melaksanakan transfer informasi terkait dengan solusi yang diajukan kepada customer (Pre Kick Off Meeting).Membina hubungan baik dengan pelanggan dan bekerja sama dengan anggota tim untuk memberikan pelayanan terbaik pada pelanggan; membantu pelanggan memahami dan menguasai operasionalisasi usulan solusi.Memelihara dan mengembangkan ketrampilan teknikal dalam area : Produk dan solusi IT infrastructure dan jasa, Pengetahuan tentang business process berbagai industri dan aplikasi umumnya, Lain-lain yang relevan dengan teknologi informatika, Pengetahuan mengenai syarat tender pada industri relevan"
