Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
admin teknisi,PT Putra Mutiara Jaya,Bandung Kidul,Rp 3.650.000 – Rp 4.000.000 per month,Full time,20 jam yang lalu,https://id.jobstreet.com/id/job/84346942?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/ac6409d5-f470-4ed5-8456-d6aee6c859da.1/serpLogo,"Gambaran Umum PekerjaanKami dari PT Putra Mutiara Jaya, perusahaan penyedia layanan teknologi terkemuka di Indonesia, sedang mencari Admin Teknisi yang berpengalaman, terampil, dan antusias untuk bergabung dengan tim kami di Bandung, Jawa Barat. Dalam peran ini, Anda akan menjadi bagian penting dari tim pendukung operasional kami, membantu memastikan kelancaran proses administrasi dan dukungan teknis bagi seluruh karyawan.Tanggung Jawab UtamaMenangani tugas administrasi harian seperti pengelolaan arsip, pemrosesan dokumen, dan pencatatan data.Memberikan dukungan teknis untuk perangkat keras dan perangkat lunak yang digunakan oleh karyawan, termasuk pemecahan masalah dan koordinasi perbaikan dengan pihak terkait.Membantu dalam penjadwalan dan koordinasi rapat, perjalanan, dan kegiatan lainnya.Menjadi titik kontak utama untuk pertanyaan dan permintaan dari karyawan, serta menjawab dengan responsif dan profesional.Memberikan kontribusi dalam pengembangan proses dan prosedur administratif yang lebih efisien.Membantu dalam proyek-proyek khusus sesuai kebutuhan.Keterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanSetidaknya 2 tahun pengalaman bekerja di bidang administrasi atau dukungan teknis.Pendidikan Minimal D3 SederajatUsia Maksimal 28 TahunMemiliki pemahaman yang baik tentang teknologi perkantoran seperti komputer, printer, dan perangkat lunak perkantoran.Terampil dalam menggunakan Microsoft Office (Word, Excel, PowerPoint) dan alat komunikasi seperti email, telepon, dan video conference.Memiliki kemampuan komunikasi yang baik, baik secara lisan maupun tertulis, serta keterampilan interpersonal yang kuat.Teliti, terorganisir, dan mampu bekerja secara mandiri maupun dalam tim.Memiliki kemampuan dalam pemecahan masalah dan beradaptasi dengan cepat terhadap perubahan.Bersedia belajar dan mengembangkan diri secara berkelanjutan.Manfaat Utama Bekerja di PT Putra Mutiara JayaGaji yang kompetitif dan tunjangan menarik, termasuk asuransi kesehatan yang komprehensif.Lingkungan kerja yang mendukung, dengan fokus pada kesejahteraan karyawan dan keseimbangan kehidupan-kerja.Peluang pengembangan karier yang jelas dan program pelatihan untuk mendukung pertumbuhan profesional Anda.Budaya perusahaan yang menjunjung nilai-nilai integritas, inovasi, dan kolaborasi.Tentang PT Putra Mutiara JayaPT Putra Mutiara Jaya adalah perusahaan teknologi terkemuka di Indonesia yang berdedikasi untuk membawa inovasi dan solusi digital terbaru ke dalam kehidupan pelanggan dan masyarakat. Didirikan pada tahun 2010, kami telah berkembang menjadi salah satu pemain terkemuka di industri teknologi, dengan fokus pada pengembangan produk dan layanan yang memberikan dampak positif. Kami berkomitmen untuk menciptakan lingkungan kerja yang inklusif, kolaboratif, dan mendorong pertumbuhan profesional, serta memberikan kesempatan yang setara bagi semua orang.Jika Anda tertarik dan memenuhi persyaratan yang kami butuhkan, silakan lamar posisi ini sekarang!"
[LPI] Sales Koordinator: Surabaya,PT Indivara Sejahtera Sukses Makmur,Surabaya,Not specified,Full time,21 jam yang lalu,https://id.jobstreet.com/id/job/84345491?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d7eab644-9d89-4d06-96ab-c06630d31fda.1/serpLogo,"Gambaran Umum PekerjaanKami sedang mencari seorang Sales Koordinator yang energik dan terampil untuk bergabung dengan salah satu tim di Indivara yaitu PT. Loket Pintar Indonesia di Surabaya, Jawa Timur. Dalam peran ini, Anda akan memainkan peran kunci dalam memastikan operasi penjualan yang lancar dan efektif di wilayah Anda, membantu mencapai tujuan penjualan dan pertumbuhan perusahaan.Tanggung Jawab UtamaMengelola tim penjualan dan memastikan koordinasi yang efektif dalam menjalankan tugas dan target penjualan.Memantau dan menganalisis data penjualan, membuat laporan, dan memberikan wawasan serta rekomendasi untuk meningkatkan kinerja.Mengidentifikasi dan mengembangkan kesempatan penjualan baru dengan pelanggan saat ini dan prospek baru.Menyediakan bimbingan, pelatihan, dan dukungan kepada tim penjualan untuk meningkatkan keterampilan dan kinerja mereka.Berkoordinasi dengan tim pemasaran untuk mengembangkan dan menerapkan inisiatif penjualan yang efektif.Memastikan kepatuhan terhadap proses, prosedur, dan kebijakan perusahaan.Keterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanGelar sarjana atau yang setara dalam bidang penjualan, pemasaran, atau bisnis.Minimum 2 tahun pengalaman dalam koordinasi penjualan atau peran manajemen penjualan di industri ritel atau FMCG.Kemampuan kepemimpinan yang kuat, dengan keterampilan komunikasi dan negosiasi yang baik.Pemahaman mendalam tentang tren dan praktik terbaik dalam industri ritel.Kemampuan analitis yang baik untuk menginterpretasikan data penjualan dan membuat rekomendasi yang berarti.Keterampilan organisasi dan manajemen waktu yang sangat baik.Pengetahuan tentang penggunaan alat dan teknologi penjualan yang relevan.Manfaat Utama Bekerja di PT Indivara Sejahtera Sukses MakmurPaket kompensasi yang kompetitif dengan peningkatan gaji dan bonus berdasarkan kinerja.Akses ke peluang pengembangan karier dan program pelatihan untuk mendukung pertumbuhan Anda.Lingkungan kerja yang kolaboratif dan mendukung, dengan fokus pada keseimbangan kehidupan kerja.Tentang PT Loket Pintar IndonesiaPT. Loket Pintar Indonesia berdiri tahun 2015 dan bagian dari Indivara Group, memiliki komitmen untuk memberdayakan warung tradisional melalui teknologi. Visi kami “Menjadi FMCG Market Expansion & Engagement Platform pada Ekosistem Ritel Tradisional”, kami wujudkan dengan inovasi yang tiada henti. Sampai saat ini kami telah berhasil menghubungkan ribuan warung dengan pelanggan dan pemasok, serta meningkatkan pendapatan mereka secara signifikanTertarik untuk menjadi bagian dari tim kami? Lamar sekarang!"
Accounting Support,PT Multi Teknologi Inspeksi,Tangerang Selatan,Rp 3.500.000 – Rp 4.500.000 per month,Full time,20 jam yang lalu,https://id.jobstreet.com/id/job/84349047?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/111a775d-4d39-4639-b540-b58a0abbd998.2/serpLogo,"Jobs Description:Memastikan dokumen yang berhubungan dengan transaksi keuangan lengkap dan benarInputdata yang berhubungan dengan jurnal akuntansi pada sistem keuangan (pembukuan)MembuatpostingjurnalMembuat laporan keuanganMelakukan pengaturan administrasi keuangan perusahaan.Menyusun dan membuat laporan keuangan perusahaan dan laporan perpajakan perusahaanMenyusun rencana anggaran perusahaanMenyusun dan membuat anggaran belanja atau pengeluaran perusahaan secara periodik (bulanan dan tahunan)Requirements:Pendidikan minimal SMA/SMK/D3 Jurusan AkuntansiBerpengalaman minimal 1 tahun kerja (Fresh Graduate dipersilakan melamar)Menguasai Microsoft Office terutama Excel dan sangat baik membuatspreadsheetMampu mengoperasikan atau memiliki pengetahuan sistem informasi akuntansi merupakan nilai tambahMempunyai kemampuan untuk menganalisa dataDapat bekerja individu dan dalam timMampu berkomunikasi dengan baik, lisan dan tulisan.Memiliki passion di bidang finance & accountingMemiliki latar belakang pendidikan dari accountingMemahami dasar-dasar akuntansi, pembuatan laporan keuangan, dan rekonsiliasi bankMemiliki kepedulian terhadap angka, ketelitian, dan kemampuan berhitung yang baikMemiliki fleksibilitas dan adaptabilitasPenempatan di Bintaro, Tangerang Selatan"
Web Application Developer ( Visual Studio .NET ),PT Mede Media Softika,Jakarta Selatan,Rp 5.500.000 – Rp 7.500.000 per month,Full time,18 jam yang lalu,https://id.jobstreet.com/id/job/84352336?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/592541a4-59a6-4184-b6a3-c6d9cc82180b.1/serpLogo,"Usia Maksimal 35 TahunPendidikan minimal S1Menguasai Microsoft VISUAL STUDIO.NET, AJAX, CSSMenguasai SQL SERVERMemiliki kemampuan membuat aplikasi berbasis webMemiliki kemampuan komunikasi yang baikMampu bekerja secara individu maupun di dalam timMemiliki wawasan yang luas tentang teknologi informasi terkini dan serius dalam bekerja"
SALES MANAGER,PT Gamma Persada Sinergi,Jakarta Raya,Not specified,Full time,21 jam yang lalu,https://id.jobstreet.com/id/job/84345380?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/a8aff368-1bdc-4f51-b8f2-ac884661cba5.1/serpLogo,"SALES MANAGER (PROJECT PEMERINTAH)KualifikasiPendidikan Min. S1 Manajemen, Bisnis dan PemasaranPengalaman Min. 4-5 Tahun sebagai sales manager / Regional sales manager dibidang IT (teknologi)KomunikatifMemiliki pemahaman yang detail mengenai principle & distributorMemiliki pengalaman memimpin sales team dan berkordinasi dengan lintas divisi dengan baikPenampilan menarik dan professionalMemiliki pengalaman menghandle project di Pemerintahan (1-2 tahun)TeknisMemiliki pengetahuan produk seputar IT dibidang PendidikanMampu membaca dan menganalisis market konsumen dengan baikMampu melakukan pemasaran secara digital & e-commerceNon TeknisMemiliki skill negosiasi yang baik (Wajib)Mampu berpikir secara kritis, kreatif dan strategisTugas & Tanggung JawabMembuka peluang pasar baru untuk meningkatkan target penjualanMengelola tim sales agar dengan baik untuk mencapai target penjualan yang efektifMembuat perencanaan penjualan dan pemasaran berdasarkan target yang di tentukanBekerjasama dan menjalin hubungan baik dengan distributor & principle"
R&D BEVERAGE STAFF,PT. CJ Foodville Bakery and Cafe Indonesia ( TOUS les JOURS ),Jakarta Selatan,Not specified,Full time,21 jam yang lalu,https://id.jobstreet.com/id/job/84346232?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/87cfa2fe-5a2e-4ab0-b286-af822fe261b2.2/serpLogo,"Kualifikasi:Kandidat minimal berpendidikan S1 jurusan Ilmu dan Teknologi Pangan / Manajemen KulinerMemiliki pengalaman minimal 3 Tahun sebagai R&D khususnya spesialis minuman seperti kopi, es krim danbingsoo(es serut)Memiliki kemampuan dalam perihitungan cost dan raw materialMampu berbahasa Inggris secara baik (jika memiliki kemampuan berbahasa Korea akan lebih baik lagi)Mampu menggunakan Microsoft Office khusus nya excelMemiliki kemampuan analitis, kreatif, dan komunikatif yang baikLokasi kerja Head Office, Jakarta SelatanDeskripsi Jabatan:Menciptakan produk baru sesuai dengan tema yang telah ditentukan atau dengan ide/kreasi sendiri yang mempunyai nilai jual tinggiMelakukan perhitungan cost / BOM produkShowing produk baru kepada Manajemen dan Departement terkaitTraining produk baru kepada QC Store dan Training produksi di Central KitchenMencari solusi yang tepat jika ada masalah yang terjadi pada produkBekerja dengan baik sebagai Team"
KURIR SHOPEE EXPRESS WILAYAH TANJUNG BREBES,PT Finfleet Teknologi Indonesia,Brebes,Not specified,Full time,2 hari yang lalu,https://id.jobstreet.com/id/job/84356240?type=standard&ref=search-standalone,Logo not available,"- MELAKUKAN PENGIRIMAN PAKET KE BUYER SESUAI DENGAN ALAMAT YANG TERTERA- MENJALAKAN PROSES PENGIRIMAN SESUAI DENGAN SOP YANG BERLAKU- MENYETORKAN KEMBALI UANG COD KE GERAI SETIAP HARI
- Pria/Wanita- Tanpa Pengalaman Bekerja- SMP- 18 - 45 Tahun- Terima kandidat tanpa foto diri- Kota sesuai penempatan kerja (Kab. Brebes)"
KURIR SHOPEE EXPRESS WILAYAH WANASARI,PT Finfleet Teknologi Indonesia,Brebes,Not specified,Full time,2 hari yang lalu,https://id.jobstreet.com/id/job/84356208?type=standard&ref=search-standalone,Logo not available,"- MELAKUKAN PENGIRIMAN PAKET KE BUYER SESUAI DENGAN ALAMAT YANG TERTERA- MENJALAKAN PROSES PENGIRIMAN SESUAI DENGAN SOP YANG BERLAKU- MENYETORKAN KEMBALI UANG COD KE GERAI SETIAP HARI
- Pria/Wanita- Tanpa Pengalaman Bekerja- SMP- 18 - 45 Tahun- Terima kandidat tanpa foto diri- Kota sesuai penempatan kerja (Kab. Brebes)"
Project Manager,PT Intitek Presisi Integrasi,Tangerang,Rp 6.000.000 – Rp 8.000.000 per month,Full time,2 jam yang lalu,https://id.jobstreet.com/id/job/84364932?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/cf9769f6-d296-41eb-9916-3bc42bb75eb7.1/serpLogo,"Job Description :•	Develop and oversee project budgets, ensuring efficient allocation of resources to meet client requirements and project milestones.•	Monitor expenses and adjust resource distribution as needed to align with project goals and deadlines.•	Oversee the procurement and management of materials for projects, ensuring that requests, usage, and returns are accurately tracked. Maintain cost efficiency and availability to avoid project delays.•	Coordinate with engineering teams to manage right-of-way (ROW) submissions and other required approvals, ensuring regulatory compliance and timely progression of project stages.•	Tracking and Reporting project•	Cross-team coordination, such as Frontend & Backend Developers, to ensure collaboration is efficient and aligned.•	Provide regular updates to upper management, assisting the Project Director as needed in overseeing high-level project elements, reporting on project status, and making strategic recommendations."
Asisten Proses,PT. SASANA CIPTA MULIA,Kalimantan Barat,Not specified,Full time,16 jam yang lalu,https://id.jobstreet.com/id/job/84353780?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/d384ae3c-6ea2-4e12-ade2-a731d5b7deb3.2/serpLogo,"Kualifikasi :Pendidikan minimal D3/S1 (Teknik Kimia, Teknologi Pangan, atau jurusan terkait).Berpengalaman sebagai asisten proses di pabrik kelapa sawit, minimal 2 tahun.Mampu bekerja dalam tim, jujur, dan bertanggung jawab.Bersedia ditempatkan di seluruh pabrik HPI Palm Oil PlantationTanggung Jawab UtamaMengawasi dan memastikan proses produksi berjalan sesuai SOP dan target produksi.Memantau kondisi operasional mesin dan peralatan di stasiun kerja.Membuat laporan harian/mingguan terkait hasil produksi dan efisiensi proses.Berkoordinasi dengan bagian teknik dan laboratorium untuk menjaga kualitas produk.Menangani masalah teknis di lapangan dan melakukan tindakan perbaikan awal bila diperlukan.Membina dan mengarahkan operator serta tenaga kerja di bawah tanggung jawabnya."
Application Support Specialist,PT OBS SOLUSI TEKNOLOGI INDONESIA,Jakarta Raya,Rp 8.000.000 – Rp 10.000.000 per month,Full time,18 jam yang lalu,https://id.jobstreet.com/id/job/84351957?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/0f91abe0-9367-4481-9777-1c7587bc2bf1.1/serpLogo,"Job Descriptions:We are seeking a dedicated Application Support Specialist to join our team, working on SQL Server and Java-based projects. You will be responsible for production support and incident management, application testing (unit, SIT, UAT), root cause analysis, documentation, and support for enhancements and upgrades. The role also includes handling incident reports, providing workarounds, and ensuring system reliability.Key Responsibilities:Perform daily production support and incident management tasks.Conduct unit, system integration, and user acceptance testing; document test results.Analyze incident reports from clients, identify root causes, and recommend solutions or workarounds.Support source code improvements, new feature enhancements, and technology upgrades.Collaborate with cross-functional teams and communicate effectively with stakeholders.Qualifications:Minimum 2 years of experience in application support.Hands-on experience withLINUX(RHEL and CentOS).Basic knowledge ofSQL Queries, Stored Procedures, and Functions.Strong analytical and problem-solving skills.Fluent in bothBahasa IndonesiaandEnglish.Excellent interpersonal, communication, and teamwork skills.Able to work independently and under pressure; responsive and reliable.Experience inbanking projectsis preferred.Understanding ofaccounting logicis a plus.Fast learner with a proactive attitude and ownership mindset."
Head Of Product Management,PT INTAN PARIWARA GROUP,Klaten,Not specified,Full time,21 jam yang lalu,https://id.jobstreet.com/id/job/84344779?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/1b684fa4-a544-4171-87aa-8277a14350a6.2/serpLogo,"Kualifikasi :Pendidikan minimal S1 dibidang Manajemen Bisnis dan Teknik Informatika atau bidang yang relevan lainMemiliki pengalaman kerja minimal 7 tahun di bidangProduct Managementuntuk produk IT atau elektronik dengan setidaknya 3–5 tahun di posisi manajerial.Memiliki pemahaman kuat tentang metodologi pengembangan produkPengalaman dalam mengelola portofolio produk dan mendorong pertumbuhan bisnis melalui inovasi produkMampu membuat dan mengeksekusi strategi produk yang sejalan dengan visi bisnis perusahaanMemiliki keterampilan komunikasi, kolaborasi, dan kepemimpinan yang baikMampu mengambil keputusan berbasis dan menganalisis performa produk menggunakan metrikJob Desk :Menentukanroadmapproduk jangka pendek dan Panjang berdasarkan kebutuhan pasar dan analisiscompetitorMemimpin dan mengembangkan tim product managerMenentukan KPI individu dan tim serta memastikan pengembangan kapabilitas anggota timMenyelaraskan pengembangan fitur dengan kebutuhan pasar dan feedback dari penggunaMengelola selutuh portofolio produk dan mempriorotaskan inisiatif yang memberi dampak bisnis tertinggiMeninjau dan mengevaluasi performa setiap produk secara berkalaMenganalisis data pasar, tren pengguna, dan metrik produkMemimpin strategi peluncuran produk termasuk positioning, pricing, dan messagingMendorong inovasi dan eksplorasi peluang pasar baru berdasarkan teknologi dan kebutuhan konsumen yang berkembang"
Digital Marketing Specialist,PT Cahaya Mas Solusindo,Jakarta Barat,Rp 5.000.000 – Rp 6.500.000 per month,Full time,20 jam yang lalu,https://id.jobstreet.com/id/job/84348563?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/381550a5-4767-4135-a731-8757a94930ac.1/serpLogo,"Kualifikasi :1.       Male / Female2.       Memiliki pengalaman minimal 2 tahun di bidang digital marketing3.       Pendidikan min. S1 Ilmu Komunikasi, Design Komunikasi Visual atau sejenisnya4.       Menguasai Bahasa Indonesia dan English5.       Memahami FacebookAds, Instagram Ads, Google Ads, Tiktok Ads, Shopee Ads dll6.       Mampu Menganalisa, Kreatif, Marketing, Negosiasi, Kepemimpinan7.       Kemampuan untuk mengelola banyak proyek secara bersamaan dan bekerja secara kolaboratif dengan timatau individuDeskripsi Pekerjaan :1.       Bertanggung jawab atas marketing strategi Above The Line (ATL)2.       Bertanggung jawab atas pengembangan strategy marketing dan branding3.       Mengembangkan Awareness brand4.       Bertanggung jawab atas iklan CPAS, Tiktok Ads, Shopee5.       Melakukan riset dan Analisa trend pasar dan teknologi untuk mendapatkan insight dan membuat strategiberdasarkan insight6.       Membuat planning, eksekusi7.       Up to date dengan tren media sosial dan pembaruan platform8.       Menganalisa berdasarkan report yang di hasilkan sehingga dapat melakukan perbaikan secara berkelanjutandalam mendatangkan traffic berkualitas9.       Berkoordinasi dengan setiap divisi selain dari marketing untuk memastikan segala kebutuhan kegiatan socialmedia dan digital marketing setiap brand dapat berjalan dengan baik10.   Mampu mengelola budget marketing dengan hasil yang maksimal"
Electrical Engineering,PT Mitra Bahana Engineering,Jakarta Barat,Rp 7.200.000 – Rp 10.300.000 per month,Full time,20 jam yang lalu,https://id.jobstreet.com/id/job/84343326?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/e3410e28-59e9-456e-8e15-133cff0dc921.2/serpLogo,"KesempatanPT Mitra Bahana Engineering, perusahaan engineering terkemuka di Indonesia, sedang mencari seorang Engineering Listrik untuk bergabung dengan tim kami. Dalam peran ini, Anda akan bertanggung jawab untuk merancang dan membuat gambar teknis, skema untuk proyek-proyek listrik kami yang beragam. Kami mencari kandidat yang berpengalaman, terampil, dan berdedikasi untuk melengkapi tim kami di kantor kami yang berada di Jakarta Barat.Tanggung JawabMembuat gambar, Menghitung skema teknis untuk proyek-proyek ListrikMembantu dalam perencanaan, desain, dan pengembangan solusi listrikBerkoordinasi dengan tim teknis lainnya untuk memastikan kesesuaian desainMemastikan kepatuhan terhadap standar dan peraturan yang berlakuMemberikan dukungan teknis dan pemecahan masalah selama tahap konstruksi sistem kelistrikanKualifikasiDiploma atau gelar di bidang Teknik Listrik, Teknik Elektro atau Teknik MesinMinimal 3 tahun pengalaman konsultan MEPMahir dalam penggunaan perangkat lunak CAD, seperti AutoCADMemahami standar dan SNI, PUIL listrikPengetahuan tentang perangkat listrik dan teknis lainnyaManfaatKompensasi yang kompetitif dan paket tunjangan yang menarikLingkungan kerja yang positif dan dinamis dengan budaya kolaboratifProgram kesehatan dan kesejahteraan karyawan yang komprehensifTentang KamiPT Mitra Bahana Engineering adalah perusahaan engineering terkemuka di Indonesia dengan rekam jejak yang kuat dalam menyediakan solusi engineering yang inovatif dan andal. Kami berkomitmen untuk menyediakan produk dan layanan berkualitas tinggi bagi klien kami di berbagai sektor, termasuk infrastruktur, energi, dan manufaktur. Dengan tim profesional yang berdedikasi dan teknologi terkini, kami terus berinovasi untuk memenuhi kebutuhan pelanggan kami.Jika Anda tertarik dengan peluang yang menantang ini dan memenuhi kualifikasi yang diperlukan, lamar sekarang untuk bergabung dengan tim kami di PT Mitra Bahana Engineering!"
Sales Property,PT Artha Putra Prima,Bogor,Rp 3.000.000 – Rp 4.000.000 per month,Kontrak/Temporer,5 jam yang lalu,https://id.jobstreet.com/id/job/84360685?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/547e98b8-137a-4013-918c-3f6eaae5ab51.2/serpLogo,"KesempatanBergabunglah dengan tim penjualan properti kami di PT Artha Putra Prima, perusahaan properti berbasis di Tangerang Selatan yang saat ini sedang memasarkan proyek di daerahKemang, Bogor. Sebagai Sales Property, Anda akan berperan penting dalam membantu pelanggan menemukan rumah impian mereka dan memastikan pengalaman pembelian yang lancar. Kandidat yang ideal memiliki semangat kewirausahaan, kemampuan komunikasi dan negosiasi yang luar biasa, dan pengetahuan mendalam tentang pasar properti lokal.Tanggung JawabMengidentifikasi dan menghubungi calon pembeli yang berpotensi untuk produk-produk properti kami.Memberikan konsultasi properti yang efektif kepada pelanggan, memahami kebutuhan dan preferensi mereka.Menunjukkan properti yang sesuai kepada pelanggan dan membantu mereka melalui proses pembelian.Mengelola daftar prospek dan memastikan tindak lanjut yang tepat waktu.Mencapai dan melampaui target penjualan yang ditetapkan.Membangun dan memelihara hubungan baik dengan klien, agen, dan mitra lain.KualifikasiBerusia 21-35 tahun.Pengalaman minimal 2 tahun dalam penjualan properti atau bidang terkait.Bersedia ditempatkan di Bogor, Jawa Barat.Memiliki kendaraan pribadi serta SIM C atau A.Pemahaman yang baik tentang pasar properti lokal dan tren perkembangan industri.Kemampuan komunikasi yang unggul, baik lisan maupun tertulis, untuk berinteraksi secara efektif dengan pelanggan.Keahlian negosiasi yang kuatKetertarikan pada teknologi dan kemampuan untuk memanfaatkan alat digital dalam proses penjualan.Berorientasi pada pelanggan dan memiliki keterampilan hubungan interpersonal yang baik.Bersemangat, proaktif, dan mampu bekerja dalam tim maupun mandiri.ManfaatGaji kompetitif dan skema insentif/komisi yang menarik.Peluang untuk berkembang dalam karier di perusahaan yang sedang tumbuh.Berkesempatan mendapatkan bonus outing di luar negeri.Tentang PT Artha Putra PrimaPT Artha Putra Prima adalah perusahaan properti terkemuka di Tangerang Selatan yang berfokus pada pembangunan dan penjualan perumahan berkualitas tinggi. Didirikan pada tahun 2008, kami telah membangun reputasi sebagai penyedia solusi properti terpercaya bagi pelanggan kami. Dengan komitmen kami pada inovasi, integritas, dan kepuasan pelanggan, kami terus berkembang dan memperluas jangkauan kami di pasar properti lokal.Tertarik bergabung dengan tim kami? Lamar sekarang!"
Business Analyst,PT Ordivo Teknologi Indonesia,Bandung,Not specified,Full time,15 jam yang lalu,https://id.jobstreet.com/id/job/84354740?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/79f80a14-aa9e-49f6-a07c-b1847cd08f81.2/serpLogo,"Job Description:Support strategic decision-making through data-driven insights and analysis.Build and present reports, dashboards, and actionable insights to key stakeholders.Document and evaluate business processes to identify inefficiencies and improvement opportunities.Act as a bridge between technical and non-technical teams, ensuring business needs are clearly translated into technical solutions.Work closely and collaboratively with Finance, Business Development, Product, Partnership, and Operations teams to gather requirements and provide data-backed recommendations.Participate in business planning, product development, and strategic initiatives by contributing analytical perspectives and business understanding.Requirements:Minimum 2 years of experience as a Business Analyst or Data Analyst.Bachelor’s degree in Business, Mathematics, Information Systems, Industrial Engineering or a related field.Advanced proficiency in data analysis tools such as Google Sheets/Excel, Python, SQL, Looker, Google Cloud Platform or other BI tools.Strong business acumen with a solid understanding of business models, financial projections, business processes, and product management.Exceptional analytical thinking and problem-solving skills.Proven ability to generate and present clear ideas and new initiatives effectively.Highly self-motivated, proactive, and able to work independently with minimal supervision."
Staf Akademik dan Administrasi Sekolah SMA Di Papua,World Harvest,Mimika Tengah,Rp 4.800.000 – Rp 5.200.000 per month,Full time,18 jam yang lalu,https://id.jobstreet.com/id/job/84352648?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/1d79df2a-5532-4518-a41a-4a85ed481aad.2/serpLogo,"Dibutuhkan Segera Untuk Sekolah SMA :Guru Wali KelasGuru PPKNGuru Bahasa InggrisGuru Bahasa MandarinGuru Matematika dan FisikaGuru Teknologi Informasi dan Komunikasi (TIK)Guru Sejarah dan SosiologiGuru Ekonomi dan GeografiGuru Biologi dan KimiaGuru Pendidikan Jasmani, Olahraga dan KesehatanPersyaratan UmumPengalaman Minimal 1 Tahun di Sekolah SMALatar Belakang Pendidikan Linear dengan Posisi yang DilamarMemiliki Kemampuan Mengajar di Jenjang SMAMemiliki Nilai-Nilai KristianiPenempatan di Kabupaten Mimika, Timika Papua TengahKandidat yang memenuhi kriteria tersebut di atas dapat mengirimkan CV dan kelengkapan dokumen lainnya ke :[email protected]"
Hemodialysis Nurse (RS EMC Cikarang),PT. Sarana Meditama International (EMC Healthcare Group),Cikarang Selatan,Not specified,Full time,19 jam yang lalu,https://id.jobstreet.com/id/job/84351329?type=standard&ref=search-standalone,https://bx-branding-gateway.cloud.seek.com.au/262bd04f-6e0a-46e1-909c-5b2f6fdd595c.2/serpLogo,"Tanggung Jawab:Memberikan perawatan hemodialisis yang aman dan efektif kepada pasien, memonitor status klinis mereka, dan mengambil tindakan yang sesuai dalam situasi darurat.Mempersiapkan dan memelihara peralatan hemodialisis, memastikan standar kebersihan dan keamanan yang ketat.Memantau dan mencatat parameter medis pasien selama prosedur hemodialisis, serta melaporkan perubahan kondisi yang signifikan kepada dokter atau supervisor.Memberikan dukungan emosional dan edukasi kepada pasien serta keluarga mereka tentang terapi hemodialisis dan perawatan yang dibutuhkan.Berpartisipasi dalam rapat staf, pelatihan, dan kegiatan pengembangan profesional untuk terus meningkatkan keterampilan dan pengetahuan.Kualifikasi:Pendidikan S1 NersMemiliki STR AktifBerpengalaman minimal 1 tahun sebagai Perawat Hemodialisis di rumah sakit atau klinik yang diakui.Memiliki sertifikasi Dialisis lebih diutamakanMemiliki pengetahuan yang mendalam tentang prinsip-prinsip hemodialisis, fisiologi ginjal, dan manajemen pasien dialisis.Terampil dalam melakukan prosedur hemodialisis, pemantauan pasien, dan penanganan komplikasi.Memiliki kemampuan komunikasi yang baik, berorientasi pada pasien, dan mampu bekerja dalam tim.Menguasai penggunaan peralatan hemodialisis dan teknologi terkait perawatan pasien."
